id,Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,nCountry,Continent nationality,nContinent,Date,Meet,Meet location
swim195,400 m freestyle,400,Male,48,04:01.70,241007,,Final,Brad Cooper,Brad_Cooper,Australia,181,Oceania,182,"Saturday, February 12, 1972",AUS Nationals & Olympic Trials,"Brisbane, Australia"
swim196,400 m freestyle,400,Male,49,04:00.11,240011,,Final,Kurt Krumpholz,Kurt_Krumpholz,United States,1008,America,1043,"Friday, August 4, 1972",USA Olympic Trials,"Chicago, USA"
swim197,400 m freestyle,400,Male,50,03:58.18,238018,,Final,Rick DeMont,Rick_DeMont,United States,316,America,334,"Sunday, September 9, 1973",FINA World Championships,"Belgrade, SFR Yugoslavia"
swim198,400 m freestyle,400,Male,51,03:56.96,236096,,Final,Tim Shaw,Tim_Shaw,United States,279,America,295,"Thursday, August 22, 1974",AAU National Swimming Championships,"Concord, USA"
swim199,400 m freestyle,400,Male,52,03:54.69,234069,,Final,Tim Shaw,Tim_Shaw,United States,280,America,296,"Thursday, August 22, 1974",AAU National Swimming Championships,"Concord, USA"
swim200,400 m freestyle,400,Male,53,03:53.95,233095,,Final,Tim Shaw,Tim_Shaw,United States,204,America,213,"Thursday, June 19, 1975",USA World Championship Trials,"Long Beach, USA"
swim201,400 m freestyle,400,Male,54,03:53.31,233031,,Final,Tim Shaw,Tim_Shaw,United States,60,America,66,"Wednesday, August 20, 1975",AAU National Swimming Championships,"Kansas City, USA"
swim202,400 m freestyle,400,Male,55,03:53.08,233008,,Final,Brian Goodell,Brian_Goodell,United States,946,America,980,"Friday, June 18, 1976",USA Olympic Trials,"Long Beach, USA"
swim203,400 m freestyle,400,Male,56,03:51.93,231093,,Final,Brian Goodell,Brian_Goodell,United States,227,America,239,"Thursday, July 22, 1976",1976 Summer Olympics,"Montreal, Canada"
swim204,400 m freestyle,400,Male,57,03:51.56,231056,,Final,Brian Goodell,Brian_Goodell,United States,444,America,468,"Sunday, August 27, 1978",USAvGDR Dual Meet,West Berlin
swim205,400 m freestyle,400,Male,58,03:51.41,231041,,Final,Vladimir Salnikov,Vladimir_Salnikov,Soviet Union,66,Europe,761,"Friday, April 6, 1979",URSvGDR Junior meet,"Potsdam, East Germany"
swim206,400 m freestyle,400,Male,59,03:51.40,231004,,Final,Vladimir Salnikov,Vladimir_Salnikov,Soviet Union,50,Europe,409,"Sunday, August 19, 1979",URSvCAN Duel,"Moscow, Soviet Union"
swim207,400 m freestyle,400,Male,60,03:51.20,231002,,Final,Vladimir Salnikov,Vladimir_Salnikov,Soviet Union,64,Europe,730,"Friday, February 29, 1980",URS Winter Nationals,"Potsdam, East Germany"
swim208,400 m freestyle,400,Male,61,03:50.49,230049,,Final,Peter Szmidt,Peter_Szmidt,Canada,5,America,137,"Tuesday, July 15, 1980",Canadian Nationals & Olympic Trials,"Etobicoke, Canada"
swim209,400 m freestyle,400,Male,62,03:49.57,229057,,Final,Vladimir Salnikov,Vladimir_Salnikov,Soviet Union,62,Europe,695,"Friday, March 12, 1982",URSvGDR Duel,"Moscow, Soviet Union"
swim210,400 m freestyle,400,Male,62,03:49.57,229057,,Final,Vladimir Salnikov,Vladimir_Salnikov,Soviet Union,8,Europe,46,"Wednesday, July 14, 1982",URS Nationals,"Kiev, Soviet Union"
swim211,400 m freestyle,400,Male,63,03:48.32,228032,,Final,Vladimir Salnikov,Vladimir_Salnikov,Soviet Union,55,Europe,542,"Saturday, February 19, 1983",URS Winter Nationals,"Moscow, Soviet Union"
swim213,400 m freestyle,400,Male,65,03:47.38,227038,,Final,Artur Wojdat,Artur_Wojdat,Poland,3,Europe,690,"Friday, March 25, 1988",USA Spring Nationals,"Orlando, USA"
swim212,400 m freestyle,400,Male,64,03:47.80,227008,,Final,Michael Gross,Michael_Gross,Germany,11,Europe,205,"Thursday, June 27, 1985",FRG Nationals & European Championship Trials,"Wuppertal, West Germany"
swim214,400 m freestyle,400,Male,66,03:46.95,226095,,Final,Uwe Dassler,Uwe_Dassler,East Germany,196,Europe,672,"Friday, September 23, 1988",1988 Summer Olympics,"Seoul, South Korea"
swim215,400 m freestyle,400,Male,67,03:46.47,226047,,Final,Kieren Perkins,Kieren_Perkins,Australia,3,Oceania,3,"Wednesday, July 29, 1992",Australian Olympic Trials,"Canberra, Australia"
swim216,400 m freestyle,400,Male,68,03:45.00,225000,,Final,Yevgeny Sadovyi,Yevgeny_Sadovyi,Russia,20,Europe,763,"Friday, April 3, 1992",1992 Summer Olympics,"Barcelona, Spain"
swim217,400 m freestyle,400,Male,69,03:44.00,223008,,Final,Kieren Perkins,Kieren_Perkins,Australia,80,Oceania,81,"Sunday, September 11, 1994",1994 World Championships,"Rome, Italy"
swim218,400 m freestyle,400,Male,70,03:41.83,221083,,Final,Ian Thorpe,Ian_Thorpe,Australia,105,Oceania,106,"Sunday, August 22, 1999",1999 Pan Pacific Championships,"Sydney, Australia"
swim219,400 m freestyle,400,Male,71,03:41.33,221033,,Final,Ian Thorpe,Ian_Thorpe,Australia,139,Oceania,140,"Saturday, May 13, 2000",Australian Olympic Trials,"Sydney, Australia"
swim220,400 m freestyle,400,Male,72,03:40.59,220059,,Final,Ian Thorpe,Ian_Thorpe,Australia,119,Oceania,120,"Saturday, September 16, 2000",2000 Summer Olympics,"Sydney, Australia"
swim221,400 m freestyle,400,Male,73,03:40.17,220017,,Final,Ian Thorpe,Ian_Thorpe,Australia,90,Oceania,91,"Sunday, July 22, 2001",2001 World Championships,"Fukuoka, Japan"
swim222,400 m freestyle,400,Male,74,03:40.08,220008,,Final,Ian Thorpe,Ian_Thorpe,Australia,34,Oceania,35,"Tuesday, July 30, 2002",2002 Commonwealth Games,"Manchester, United Kingdom"
swim223,400 m freestyle,400,Male,75,03:40.07,220007,,Final,Paul Biedermann,Paul_Biedermann,Germany,25,Europe,338,"Sunday, July 26, 2009",2009 World Aquatics Championships,"Rome, Italy"
swim1415,400 m freestyle,400,Female,1,06:30.20,390002,,,Ethelda Bleibtrey,Ethelda_Bleibtrey,United States,740,America,770,"Saturday, August 16, 1919",-,New York City
swim1416,400 m freestyle,400,Female,2,06:16.60,376006,,,Hilda James,Hilda_James,United Kingdom,40,Europe,713,"Friday, July 29, 1921",-,"Leeds, United Kingdom"
swim1417,400 m freestyle,400,Female,3,05:53.20,353002,,,Gertrude Ederle,Gertrude_Ederle,United States,1011,America,1046,"Friday, August 4, 1922",-,"Indianapolis, USA"
swim1418,400 m freestyle,400,Female,4,05:51.40,351004,,,Martha Norelius,Martha_Norelius,United States,416,America,439,"Sunday, January 23, 1927",-,"Coral Gables, USA"
swim1419,400 m freestyle,400,Female,5,05:49.60,349006,,,Martha Norelius,Martha_Norelius,United States,567,America,594,"Saturday, June 30, 1928",-,New York City
swim1420,400 m freestyle,400,Female,6,05:42.80,342008,,,Martha Norelius,Martha_Norelius,United States,852,America,885,"Monday, August 6, 1928",Olympic Games,"Amsterdam, The Netherlands"
swim1421,400 m freestyle,400,Female,7,05:39.20,339002,,,Martha Norelius,Martha_Norelius,United States,873,America,906,"Monday, August 27, 1928",-,"Vienna, Austria"
swim1422,400 m freestyle,400,Female,8,05:31.00,331000,,,Helene Madison,Helene_Madison,United States,134,America,141,"Tuesday, February 3, 1931",-,"Seattle, USA"
swim1423,400 m freestyle,400,Female,9,05:28.50,328005,,,Helene Madison,Helene_Madison,United States,747,America,777,"Saturday, August 13, 1932",-,"Los Angeles, USA"
swim1424,400 m freestyle,400,Female,10,05:16.00,316000,,,Willy den Ouden,Willy_den_Ouden,Netherlands,15,Europe,229,"Thursday, July 12, 1934",-,"Rotterdam, The Netherlands"
swim1425,400 m freestyle,400,Female,11,05:14.20,314002,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,1,Europe,57,"Wednesday, February 10, 1937",-,"Copenhagen, Denmark"
swim1426,400 m freestyle,400,Female,12,05:14.00,314000,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,12,Europe,284,"Sunday, October 3, 1937",-,"Ghent, Belgium"
swim1427,400 m freestyle,400,Female,13,05:12.40,312004,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,13,Europe,294,"Sunday, November 14, 1937",-,"Magdeburg, Germany"
swim1428,400 m freestyle,400,Female,14,05:11.00,311000,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,17,Europe,387,"Sunday, December 12, 1937",-,"Copenhagen, Denmark"
swim1429,400 m freestyle,400,Female,15,05:08.20,308002,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,15,Europe,375,"Sunday, January 16, 1938",-,"Copenhagen, Denmark"
swim1430,400 m freestyle,400,Female,16,05:06.10,306001,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,23,Europe,660,"Monday, August 1, 1938",-,"Copenhagen, Denmark"
swim1431,400 m freestyle,400,Female,17,05:05.40,305004,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,9,Europe,268,"Sunday, September 8, 1940",-,"Svendborg, Denmark"
swim1432,400 m freestyle,400,Female,18,05:00.10,300001,,,Ragnhild Hveger,Ragnhild_Hveger,Denmark,10,Europe,274,"Sunday, September 15, 1940",-,"Copenhagen, Denmark"
swim1433,400 m freestyle,400,Female,19,04:50.80,290008,,,Lorraine Crapp,Lorraine_Crapp,Australia,200,Oceania,201,"Saturday, August 25, 1956",-,"Townsville, Australia"
swim1434,400 m freestyle,400,Female,20,04:47.20,287002,,,Lorraine Crapp,Lorraine_Crapp,Australia,128,Oceania,129,"Saturday, October 20, 1956",-,"Sydney, Australia"
swim1435,400 m freestyle,400,Female,21,04:45.40,285004,,,Ilsa Konrads,Ilsa_Konrads,Australia,155,Oceania,156,"Saturday, January 9, 1960",-,"Sydney, Australia"
swim1436,400 m freestyle,400,Female,22,04:44.50,284005,,,Chris von Saltza,Chris_von_Saltza,United States,1005,America,1040,"Friday, August 5, 1960",USA Olympic Trials,"Detroit, USA"
swim1437,400 m freestyle,400,Female,23,04:42.00,282000,,,Marilyn Ramenofsky,Marilyn_Ramenofsky,United States,616,America,644,"Saturday, July 11, 1964",-,"Los Altos, USA"
swim1438,400 m freestyle,400,Female,24,04:41.70,281007,,,Marilyn Ramenofsky,Marilyn_Ramenofsky,United States,774,America,805,"Saturday, August 1, 1964",USA Summer Nationals,"Los Altos, USA"
swim1439,400 m freestyle,400,Female,25,04:39.50,279005,,,Marilyn Ramenofsky,Marilyn_Ramenofsky,United States,853,America,886,"Monday, August 31, 1964",-,New York City
swim1440,400 m freestyle,400,Female,26,04:39.20,279002,,,Martha Randall,Martha_Randall,United States,745,America,775,"Saturday, August 14, 1965",-,"Maumee, USA"
swim1441,400 m freestyle,400,Female,27,04:38.00,278000,,,Martha Randall,Martha_Randall,United States,272,America,287,"Thursday, August 26, 1965",-,"Monaco, Monaco"
swim1442,400 m freestyle,400,Female,28,04:36.80,276008,,,Pam Kruse,Pam_Kruse,United States,938,America,972,"Friday, June 30, 1967",-,"Fort Lauderdale, USA"
swim1443,400 m freestyle,400,Female,29,04:36.40,276004,,,Pam Kruse,Pam_Kruse,United States,948,America,982,"Friday, July 7, 1967",Santa Clara International,"Santa Clara, USA"
swim1444,400 m freestyle,400,Female,30,04:32.60,272006,,,Debbie Meyer,Debbie_Meyer,United States,222,America,234,"Thursday, July 27, 1967",Pan American Games,"Winnipeg, Canada"
swim1445,400 m freestyle,400,Female,31,04:29.00,269000,,,Debbie Meyer,Debbie_Meyer,United States,1043,America,1078,"Friday, August 18, 1967",USA Nationals,"Philadelphia, USA"
swim1446,400 m freestyle,400,Female,32,04:26.70,266007,,,Debbie Meyer,Debbie_Meyer,United States,303,America,321,"Thursday, August 1, 1968",USA Nationals,"Lincoln, USA"
swim1447,400 m freestyle,400,Female,33,04:24.50,264005,,,Debbie Meyer,Debbie_Meyer,United States,449,America,473,"Sunday, August 25, 1968",USA Olympic Trials (elec. 4:24.55),"Los Angeles, USA"
swim1448,400 m freestyle,400,Female,34,04:24.30,264003,,,Debbie Meyer,Debbie_Meyer,United States,284,America,300,"Thursday, August 20, 1970",USA Nationals (elec. 4:24.24),"Los Angeles, USA"
swim1449,400 m freestyle,400,Female,35,04:22.60,262006,,,Karen Moras,Karen_Moras,Australia,290,Oceania,291,"Friday, April 30, 1971",Coca Cola International,"London, United Kingdom"
swim1450,400 m freestyle,400,Female,36,04:21.20,261002,,,Shane Gould,Shane_Gould,Australia,253,Oceania,254,"Friday, July 9, 1971",Santa Clara Invitational,"Santa Clara, USA"
swim1451,400 m freestyle,400,Female,37,04:19.04,259004,,,Shane Gould,Shane_Gould,Australia,12,Oceania,13,"Wednesday, August 30, 1972",Olympic Games,"Munich, West Germany"
swim1452,400 m freestyle,400,Female,38,04:18.07,258007,,,Keena Rothhammer,Keena_Rothhammer,United States,58,America,64,"Wednesday, August 22, 1973",USA Nationals,"Louisville, USA"
swim1453,400 m freestyle,400,Female,39,04:17.33,257033,,,Heather Greenwood,Heather_Greenwood,United States,940,America,974,"Friday, June 28, 1974",Santa Clara Invitational,"Santa Clara, USA"
swim1454,400 m freestyle,400,Female,40,04:15.77,255077,,,Shirley Babashoff,Shirley_Babashoff,United States,281,America,297,"Thursday, August 22, 1974",USA Nationals,"Concord, USA"
swim1455,400 m freestyle,400,Female,41,04:14.76,254076,,,Shirley Babashoff,Shirley_Babashoff,United States,945,America,979,"Friday, June 20, 1975",USA World Championships Trials,"Long Beach, USA"
swim1456,400 m freestyle,400,Female,42,04:11.69,251069,,,Barbara Krause,Barbara_Krause,East Germany,67,Europe,202,"Thursday, June 3, 1976",GDR Olympic Trials,"East Berlin, East Germany"
swim1457,400 m freestyle,400,Female,43,04:09.89,249089,,,Petra Th¸mer,Petra_Thumer,East Germany,46,Europe,141,"Tuesday, July 20, 1976",Olympic Games,"Montreal, Canada"
swim1458,400 m freestyle,400,Female,44,04:08.91,248091,,,Petra Th¸mer,Petra_Thumer,East Germany,23,Europe,77,"Wednesday, August 17, 1977",European Championships,"Jˆnkˆping, Sweden"
swim1459,400 m freestyle,400,Female,45,04:07.66,247066,,,Kim Linehan,Kim_Linehan,United States,62,America,68,"Wednesday, August 2, 1978",USA Summer Nationals,"The Woodlands, USA"
swim1460,400 m freestyle,400,Female,46,04:06.28,246028,,,Tracey Wickham,Tracey_Wickham,Australia,70,Oceania,71,"Thursday, August 24, 1978",World Championships,West Berlin
swim1461,400 m freestyle,400,Female,47,04:05.45,245045,,,Janet Evans,Janet_Evans,United States,422,America,445,"Sunday, December 20, 1987",US Open,"Orlando, USA"
swim1462,400 m freestyle,400,Female,48,04:03.85,243085,,,Janet Evans,Janet_Evans,United States,172,America,181,"Thursday, September 22, 1988",Olympic Games,"Seoul, South Korea"
swim1463,400 m freestyle,400,Female,49,04:03.03,243003,,,Laure Manaudou,Laure_Manaudou,France,40,Europe,687,"Friday, May 12, 2006",French Championships,"Tours, France"
swim1464,400 m freestyle,400,Female,50,04:02.13,242013,,,Laure Manaudou,Laure_Manaudou,France,28,Europe,396,"Sunday, August 6, 2006",European Championships,"Budapest, Hungary"
swim1465,400 m freestyle,400,Female,51,04:01.53,241053,,,Federica Pellegrini,Federica_Pellegrini,Italy,11,Europe,599,"Monday, March 24, 2008",European Championships,"Eindhoven, Netherlands"
swim1466,400 m freestyle,400,Female,52,04:00.66,240066,,,Joanne Jackson,Joanne_Jackson,United Kingdom,28,Europe,601,"Monday, March 16, 2009",British Championships,"Sheffield, United Kingdom"
swim1467,400 m freestyle,400,Female,53,04:00.41,240041,,,Federica Pellegrini,Federica_Pellegrini,Italy,10,Europe,506,"Saturday, June 27, 2009",Mediterranean Games,"Pescara, Italy"
swim1468,400 m freestyle,400,Female,54,03:59.15,239015,,,Federica Pellegrini,Federica_Pellegrini,Italy,9,Europe,340,"Sunday, July 26, 2009",World Championships,"Rome, Italy"
swim1469,400 m freestyle,400,Female,55,03:58.86,238086,,,Katie Ledecky,Katie_Ledecky,United States,639,America,667,"Saturday, August 9, 2014",USA Championships,"Irvine, United States"
swim1470,400 m freestyle,400,Female,56,03:58.37,238037,,,Katie Ledecky,Katie_Ledecky,United States,699,America,728,"Saturday, August 23, 2014",Pan Pacific Championships,"Gold Coast, Australia"
swim1471,400 m freestyle,400,Female,57,03:56.46,236046,,,Katie Ledecky,Katie_Ledecky,United States,424,America,448,"Sunday, August 7, 2016",Olympic Games,"Rio de Janeiro, Brazil"
swim702,400 m individual medley,400,Male,1,05:15.60,315006,,Final,Gary Heinrich,Gary_Heinrich,United States,149,America,156,"Tuesday, August 27, 1957",,"Philadelphia, United States"
swim703,400 m individual medley,400,Male,2,05:12.90,312009,,Final,Vladimir Strushanov,Vladimir_Strushanov,Soviet Union,41,Europe,286,"Sunday, October 20, 1957",,"Moscow, Soviet Union"
swim704,400 m individual medley,400,Male,3,05:08.80,308008,,Final,Ian Black,Ian_Black,United Kingdom,16,Europe,495,"Saturday, June 6, 1959",,"Cardiff, United Kingdom"
swim705,400 m individual medley,400,Male,4,05:07.80,307008,,Final,George Harrison,George_Harrison,United States,943,America,977,"Friday, June 24, 1960",,"Los Angeles, United States"
swim706,400 m individual medley,400,Male,5,05:05.30,305003,,Final,George Harrison,George_Harrison,United States,944,America,978,"Friday, June 24, 1960",,"Los Angeles, United States"
swim707,400 m individual medley,400,Male,6,05:04.50,304005,,Final,Dennis Rounsaville,Dennis_Rounsaville,United States,984,America,1018,"Friday, July 22, 1960",,"Toledo, United States"
swim708,400 m individual medley,400,Male,7,05:04.30,304003,,Final,Ted Stickles,Ted_Stickles,United States,622,America,650,"Saturday, July 1, 1961",,"Chicago, United States"
swim709,400 m individual medley,400,Male,8,04:55.60,295006,,Final,Ted Stickles,Ted_Stickles,United States,1046,America,1081,"Friday, August 18, 1961",,"Los Angeles, United States"
swim710,400 m individual medley,400,Male,9,04:53.80,293008,,Final,Gerhard Hetz,Gerhard_Hetz,Germany,10,Europe,198,"Thursday, May 24, 1962",,"Moscow, Soviet Union"
swim711,400 m individual medley,400,Male,10,04:51.40,291004,,Final,Ted Stickles,Ted_Stickles,United States,566,America,593,"Saturday, June 30, 1962",,"Chicago, United States"
swim712,400 m individual medley,400,Male,11,04:51.00,291000,,Final,Ted Stickles,Ted_Stickles,United States,236,America,248,"Thursday, July 12, 1962",,"Louisville, United States"
swim713,400 m individual medley,400,Male,12,04:50.20,290002,,Final,Gerhard Hetz,Gerhard_Hetz,Germany,34,Europe,459,"Saturday, October 12, 1963",,"Tokyo, Japan"
swim714,400 m individual medley,400,Male,13,04:48.60,288006,,Final,Dick Roth,Dick_Roth,United States,964,America,998,"Friday, July 31, 1964",,"Los Altos, United States"
swim715,400 m individual medley,400,Male,14,04:45.40,285004,,Final,Dick Roth,Dick_Roth,Japan,2,Asia,7,"Wednesday, October 14, 1964",,"Tokyo, Japan"
swim716,400 m individual medley,400,Male,15,04:45.30,285003,,Final,Andrei Dunayev,Andrei_Dunayev,Soviet Union,18,Europe,85,"Wednesday, April 3, 1968",,"Tallinn, Soviet Union"
swim717,400 m individual medley,400,Male,16,04:45.10,285001,,Final,Greg Buckingham,Greg_Buckingham,United States,579,America,606,"Saturday, July 6, 1968",,"Santa Clara, United States"
swim718,400 m individual medley,400,Male,17,04:43.40,283004,,Final,"Gary Hall, Sr.",Gary_Hall_Sr,United States,609,America,637,"Saturday, July 20, 1968",,"Los Angeles, United States"
swim719,400 m individual medley,400,Male,18,04:43.30,283003,,Final,Charlie Hickcox,Charlie_Hickcox,United States,1015,America,1050,"Friday, August 30, 1968",,"Long Beach, United States"
swim720,400 m individual medley,400,Male,19,04:39.00,279000,,Final,Charlie Hickcox,Charlie_Hickcox,United States,1016,America,1051,"Friday, August 30, 1968",,"Long Beach, United States"
swim721,400 m individual medley,400,Male,20,04:38.70,278007,,Final,"Gary Hall, Sr.",Gary_Hall_Sr,United States,993,America,1027,"Friday, July 11, 1969",,"Santa Clara, United States"
swim722,400 m individual medley,400,Male,21,04:33.90,273009,,Final,"Gary Hall, Sr.",Gary_Hall_Sr,United States,1054,America,1089,"Friday, August 15, 1969",,"Louisville, United States"
swim723,400 m individual medley,400,Male,22,04:31.00,271000,,Final,"Gary Hall, Sr.",Gary_Hall_Sr,United States,1032,America,1067,"Friday, August 21, 1970",,"Los Angeles, United States"
swim724,400 m individual medley,400,Male,23,04:30.81,270081,,Final,"Gary Hall, Sr.",Gary_Hall_Sr,United States,265,America,280,"Thursday, August 3, 1972",,"Chicago, United States"
swim725,400 m individual medley,400,Male,24,04:28.89,268089,,Final,Andr·s Hargitay,Andras_Hargitay,Hungary,11,Europe,175,"Tuesday, August 20, 1974",,"Vienna, Austria"
swim726,400 m individual medley,400,Male,25,04:26.00,266000,,Final,Zolt·n VerrasztÛ,Zoltan_Verraszto,Hungary,60,Europe,768,"Friday, April 2, 1976",,"Long Beach, United States"
swim727,400 m individual medley,400,Male,26,04:23.68,263068,,Final,Rod Strachan,Rod_Strachan,United States,384,America,406,"Sunday, July 25, 1976",,"Montreal, Canada"
swim728,400 m individual medley,400,Male,27,04:23.39,263039,,Final,Jesse Vassallo,Jesse_Vassallo,United States,1007,America,1042,"Friday, August 4, 1978",,"The Woodlands, United States"
swim729,400 m individual medley,400,Male,28,04:20.05,260005,,Final,Jesse Vassallo,Jesse_Vassallo,United States,855,America,888,"Monday, August 28, 1978",,"West Berlin, West Germany"
swim730,400 m individual medley,400,Male,29,04:19.78,259078,,Final,Ricardo Prado,Ricardo_Prado,Brazil,4,America,446,"Sunday, August 8, 1982",,"Guayaquil, Ecuador"
swim731,400 m individual medley,400,Male,30,04:19.61,259061,,Final,Jens-Peter Berndt,Jens-Peter_Berndt,East Germany,2,Europe,12,"Wednesday, May 23, 1984",,"Magdeburg, East Germany"
swim732,400 m individual medley,400,Male,31,04:17.53,257053,,Final,Alex Baumann,Alex_Baumann,Canada,16,America,378,"Sunday, June 17, 1984",,"Etobicoke, Canada"
swim733,400 m individual medley,400,Male,32,04:17.41,257041,,Final,Alex Baumann,Alex_Baumann,Canada,26,America,853,"Monday, July 30, 1984",,"Los Angeles, United States"
swim734,400 m individual medley,400,Male,33,04:16.12,256012,,Final,David Wharton,David_Wharton,United States,1055,America,1090,"Friday, August 14, 1987",,"Brisbane, Australia"
swim735,400 m individual medley,400,Male,34,04:15.42,255042,,Final,Tam·s Darnyi,Tamas_Darnyi,Hungary,3,Europe,71,"Wednesday, August 19, 1987",,"Strasbourg, France"
swim736,400 m individual medley,400,Male,35,04:14.75,254075,,Final,Tam·s Darnyi,Tamas_Darnyi,Hungary,1,Europe,2,"Wednesday, September 21, 1988",,"Seoul, South Korea"
swim737,400 m individual medley,400,Male,36,04:12.36,252036,,Final,Tam·s Darnyi,Tamas_Darnyi,Hungary,4,Europe,142,"Tuesday, January 8, 1991",,"Perth, Australia"
swim738,400 m individual medley,400,Male,37,04:12.30,252003,,Final,Tom Dolan,Tom_Dolan,United States,333,America,351,"Sunday, September 11, 1994",,"Rome, Italy"
swim739,400 m individual medley,400,Male,38,04:11.76,251076,,Final,Tom Dolan,Tom_Dolan,United States,332,America,350,"Sunday, September 17, 2000",,"Sydney, Australia"
swim740,400 m individual medley,400,Male,39,04:11.09,251009,,Final,Michael Phelps,Michael_Phelps,United States,298,America,315,"Thursday, August 15, 2002",,"Fort Lauderdale, United States"
swim741,400 m individual medley,400,Male,40,04:10.73,250073,,Final,Michael Phelps,Michael_Phelps,United States,888,America,921,"Monday, April 7, 2003",,"Indianapolis, United States"
swim742,400 m individual medley,400,Male,41,04:09.09,249009,,Final,Michael Phelps,Michael_Phelps,United States,377,America,399,"Sunday, July 27, 2003",,"Barcelona, Spain"
swim743,400 m individual medley,400,Male,42,04:08.41,248041,,Final,Michael Phelps,Michael_Phelps,United States,25,America,28,"Wednesday, July 7, 2004",,"Long Beach, United States"
swim744,400 m individual medley,400,Male,43,04:08.26,248026,,Final,Michael Phelps,Michael_Phelps,United States,744,America,774,"Saturday, August 14, 2004",,"Athens, Greece"
swim745,400 m individual medley,400,Male,44,04:06.22,246022,,Final,Michael Phelps,Michael_Phelps,United States,522,America,548,"Sunday, April 1, 2007",,"Melbourne, Australia"
swim746,400 m individual medley,400,Male,45,04:05.25,245025,,Final,Michael Phelps,Michael_Phelps,United States,350,America,368,"Sunday, June 29, 2008",,"Omaha, United States"
swim747,400 m individual medley,400,Male,46,04:03.84,243084,,Final,Michael Phelps,Michael_Phelps,United States,520,America,544,"Sunday, August 10, 2008",,"Beijing, China"
swim1936,400 m individual medley,400,Female,1,05:46.60,346006,,,Sylvia Ruuska,Sylvia_Ruuska,United States,942,America,976,"Friday, June 27, 1958",,"Los Angeles, United States"
swim1937,400 m individual medley,400,Female,2,05:43.70,343007,,,Sylvia Ruuska,Sylvia_Ruuska,United States,1066,America,1101,"Friday, August 1, 1958",,"Topeka, United States"
swim1938,400 m individual medley,400,Female,3,05:41.10,341001,,,Sylvia Ruuska,Sylvia_Ruuska,United States,135,America,142,"Tuesday, February 24, 1959",,"Melbourne, Australia"
swim1939,400 m individual medley,400,Female,4,05:40.20,340002,,,Sylvia Ruuska,Sylvia_Ruuska,United States,986,America,1020,"Friday, July 17, 1959",,"Redding, United States"
swim1940,400 m individual medley,400,Female,5,05:36.50,336005,,,Donna de Varona,Donna_de_Varona,United States,988,America,1022,"Friday, July 15, 1960",,"Indianapolis, United States"
swim1941,400 m individual medley,400,Female,6,05:34.50,334005,,,Donna de Varona,Donna_de_Varona,United States,1063,America,1098,"Friday, August 11, 1961",,"Philadelphia, United States"
swim1942,400 m individual medley,400,Female,7,05:29.70,329007,,,Donna de Varona,Donna_de_Varona,United States,574,America,601,"Saturday, June 2, 1962",,"Los Altos, United States"
swim1943,400 m individual medley,400,Female,8,05:27.40,327004,,,Sharon Finneran,Sharon_Finneran,United States,223,America,235,"Thursday, July 26, 1962",,"Osaka, Japan"
swim1944,400 m individual medley,400,Female,9,05:24.70,324007,,,Donna de Varona,Donna_de_Varona,United States,224,America,236,"Thursday, July 26, 1962",,"Osaka, Japan"
swim1945,400 m individual medley,400,Female,10,05:21.90,321009,,,Sharon Finneran,Sharon_Finneran,United States,594,America,622,"Saturday, July 28, 1962",,"Osaka, Japan"
swim1946,400 m individual medley,400,Female,11,05:16.50,316005,,,Donna de Varona,Donna_de_Varona,United States,105,America,111,"Tuesday, March 10, 1964",,"Lima, Peru"
swim1947,400 m individual medley,400,Female,12,05:14.90,314009,,,Donna de Varona,Donna_de_Varona,United States,430,America,454,"Sunday, August 30, 1964",,"New York City, United States"
swim1948,400 m individual medley,400,Female,13,05:11.70,311007,,,Claudia Kolb,Claudia_Kolb,United States,362,America,382,"Sunday, July 9, 1967",,"Santa Clara, United States"
swim1949,400 m individual medley,400,Female,14,05:09.70,309007,,,Claudia Kolb,Claudia_Kolb,United States,164,America,172,"Tuesday, August 1, 1967",,"Winnipeg, Canada"
swim1950,400 m individual medley,400,Female,15,05:08.20,308002,,,Claudia Kolb,Claudia_Kolb,United States,720,America,750,"Saturday, August 19, 1967",,"Philadelphia, United States"
swim1951,400 m individual medley,400,Female,16,05:04.70,304007,,,Claudia Kolb,Claudia_Kolb,United States,693,America,722,"Saturday, August 24, 1968",,"Los Angeles, United States"
swim1952,400 m individual medley,400,Female,17,05:02.97,302097,,,Gail Neall,Gail_Neall,Australia,87,Oceania,88,"Sunday, July 9, 1972",,"Munich, West Germany"
swim1953,400 m individual medley,400,Female,18,05:01.10,301001,,,Angela Franke,Angela_Franke,East Germany,177,Europe,569,"Saturday, August 18, 1973",,"Utrecht, Netherlands"
swim1954,400 m individual medley,400,Female,19,04:57.51,297051,,,Gudrun Wegner,Gudrun_Wegner,East Germany,63,Europe,191,"Thursday, September 6, 1973",,"Belgrade, Yugoslavia"
