id,Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,nCountry,Continent nationality,nContinent,Date,Meet,Meet location
swim1643,200 m backstroke,200,Female,5,02:34.80,154008,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,83,Asia,110,"Saturday, April 2, 1960",-,"Tokyo, Japan"
swim1644,200 m backstroke,200,Female,6,02:33.50,153005,,Final,Lynn Burke,Lynn_Burke,United States,987,America,1021,"Friday, July 15, 1960",-,"Indianapolis, United States"
swim1645,200 m backstroke,200,Female,7,02:33.30,153003,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,78,Asia,100,"Saturday, July 23, 1960",-,"Tokyo, Japan"
swim1646,200 m backstroke,200,Female,8,02:33.20,153002,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,44,Asia,60,"Sunday, July 30, 1961",-,"Tokyo, Japan"
swim1647,200 m backstroke,200,Female,9,02:32.10,152001,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,38,Asia,53,"Sunday, June 3, 1962",-,"Beppu, Japan"
swim1648,200 m backstroke,200,Female,10,02:31.60,151006,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,45,Asia,61,"Sunday, July 29, 1962",-,"Osaka, Japan"
swim1649,200 m backstroke,200,Female,11,02:29.60,149006,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,54,Asia,70,"Sunday, February 10, 1963",-,"Sydney, Australia"
swim1650,200 m backstroke,200,Female,12,02:28.90,148009,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,87,Asia,116,"Monday, February 18, 1963",-,"Perth, Australia"
swim1651,200 m backstroke,200,Female,13,02:28.50,148005,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,30,Asia,42,"Thursday, February 21, 1963",-,"Perth, Australia"
swim1652,200 m backstroke,200,Female,14,02:28.20,148002,,Final,Satoko Tanaka,Satoko_Tanaka,Japan,56,Asia,72,"Sunday, August 4, 1963",-,"Tokyo, Japan"
swim1653,200 m backstroke,200,Female,15,02:27.40,147004,,Final,Cathy Ferguson,Cathy_Ferguson,United States,794,America,825,"Monday, September 28, 1964",-,"Los Angeles, United States"
swim1654,200 m backstroke,200,Female,16,02:27.10,147001,,Final,Karen Muir,Karen_Muir,South Africa,29,Africa,32,"Monday, July 25, 1966",-,"BÈziers, France"
swim1655,200 m backstroke,200,Female,17,02:26.40,146004,,Final,Karen Muir,Karen_Muir,South Africa,7,Africa,7,"Thursday, August 18, 1966",-,"Lincoln, United States"
swim1656,200 m backstroke,200,Female,18,02:24.40,144004,,Final,Elaine Tanner,Elaine_Tanner,Canada,3,America,35,"Wednesday, July 26, 1967",-,"Winnipeg, Canada"
swim1657,200 m backstroke,200,Female,19,02:24.10,144001,,Final,Karen Muir,Karen_Muir,South Africa,21,Africa,21,"Saturday, January 6, 1968",-,"Kimberley, South Africa"
swim1658,200 m backstroke,200,Female,20,02:23.80,143008,,Final,Karen Muir,Karen_Muir,South Africa,12,Africa,12,"Sunday, July 21, 1968",-,"Los Angeles, United States"
swim1659,200 m backstroke,200,Female,21,02:21.50,141005,,Final,Susie Atwood,Susie_Atwood,United States,73,America,79,"Wednesday, August 14, 1968",-,"Louisville, United States"
swim1660,200 m backstroke,200,Female,22,02:20.60,140064,,Final,Melissa Belote,Melissa_Belote,United States,657,America,685,"Saturday, August 5, 1972",-,"Chicago, United States"
swim1661,200 m backstroke,200,Female,23,02:20.60,140058,,Final,Melissa Belote,Melissa_Belote,United States,785,America,816,"Monday, September 4, 1972",Olympic Games,"Munich, West Germany"
swim1662,200 m backstroke,200,Female,24,02:19.20,139019,,Final,Melissa Belote,Melissa_Belote,United States,786,America,817,"Monday, September 4, 1972",Olympic Games,"Munich, West Germany"
swim1663,200 m backstroke,200,Female,25,02:18.40,138041,,Final,Ulrike Richter,Ulrike_Richter,East Germany,100,Europe,326,"Sunday, July 7, 1974",-,"Rostock, East Germany"
swim1664,200 m backstroke,200,Female,26,02:17.40,137035,,Final,Ulrike Richter,Ulrike_Richter,East Germany,125,Europe,403,"Sunday, August 25, 1974",-,"Vienna, Austria"
swim1665,200 m backstroke,200,Female,27,02:16.30,136033,,Final,Nancy Garapick,Nancy_Garapick,Canada,20,America,546,"Sunday, April 27, 1975",-,"Brantford, Canada"
swim1666,200 m backstroke,200,Female,28,02:16.10,136001,,Final,Birgit Treiber,Birgit_Treiber,East Germany,204,Europe,699,"Friday, June 6, 1975",-,"Wittenberg, East Germany"
swim1667,200 m backstroke,200,Female,29,02:15.46,135046,,Final,Birgit Treiber,Birgit_Treiber,East Germany,106,Europe,337,"Sunday, July 27, 1975",World Championships,"Cali, Colombia"
swim1668,200 m backstroke,200,Female,30,02:14.41,134041,,Final,Antje Stille,Antje_Stille,East Germany,121,Europe,378,"Sunday, February 29, 1976",-,"East Berlin, East Germany"
swim1669,200 m backstroke,200,Female,31,02:13.50,133005,,Final,Antje Stille,Antje_Stille,East Germany,144,Europe,490,"Saturday, March 13, 1976",-,"Tallinn, Soviet Union"
swim1670,200 m backstroke,200,Female,32,02:12.47,132047,,Final,Birgit Treiber,Birgit_Treiber,East Germany,206,Europe,701,"Friday, June 4, 1976",-,"East Berlin, East Germany"
swim1671,200 m backstroke,200,Female,33,02:11.93,131093,,Final,Linda Jezek,Linda_Jezek,United States,856,America,889,"Monday, August 28, 1978",World Championships,"West Berlin, West Germany"
swim1672,200 m backstroke,200,Female,34,02:11.77,131077,,Final,Rica Reinisch,Rica_Reinisch,East Germany,101,Europe,332,"Sunday, July 27, 1980",Olympic Games,"Moscow, Soviet Union"
swim1673,200 m backstroke,200,Female,35,02:09.91,129091,,Final,Cornelia Sirch,Cornelia_Sirch,East Germany,122,Europe,388,"Sunday, August 8, 1982",World Championships,"Guayaquil, Ecuador"
swim1674,200 m backstroke,200,Female,36,02:08.60,128006,,Final,Betsy Mitchell,Betsy_Mitchell,United States,941,America,975,"Friday, June 27, 1986",U.S. Swimming World Championship Trials,"Orlando, United States"
swim1675,200 m backstroke,200,Female,37,02:06.62,126062,,Final,Krisztina Egerszegi,Krisztina_Egerszegi,Hungary,23,Europe,402,"Sunday, August 25, 1991",European Championships,"Athens, Greece"
swim1676,200 m backstroke,200,Female,38,02:06.39,126039,,Final,Kirsty Coventry,Kirsty_Coventry,Zimbabwe,1,Africa,22,"Saturday, February 16, 2008",USA Grand Prix meet,"Columbia, United States"
swim1677,200 m backstroke,200,Female,39,02:06.09,126009,,Final,Margaret Hoelzer,Margaret_Hoelzer,United States,585,America,612,"Saturday, July 5, 2008",USA Olympic Trials,"Omaha, United States"
swim1678,200 m backstroke,200,Female,40,02:05.24,125024,,Final,Kirsty Coventry,Kirsty_Coventry,Zimbabwe,2,Africa,23,"Saturday, August 16, 2008",Olympic Games,"Beijing, China"
swim1679,200 m backstroke,200,Female,41,02:04.81,124081,,Final,Kirsty Coventry,Kirsty_Coventry,Zimbabwe,3,Africa,26,"Saturday, August 1, 2009",World Championships,"Rome, Italy"
swim1680,200 m backstroke,200,Female,42,02:04.06,124006,,Final,Missy Franklin,Missy_Franklin,United States,1017,America,1052,"Friday, August 3, 2012",2012 Summer Olympics,"London, United Kingdom"
swim495,200 m breaststroke,200,Male,1,03:09.20,189002,,Final,Frederick Holman,Frederick_Holman,United Kingdom,37,Europe,666,"July 18,1908",,"London, United Kingdom"
swim496,200 m breaststroke,200,Male,2,03:08.30,188003,,Final,Robert Andersson,Robert_Andersson,Sweden,25,Europe,437,"Sunday, April 18, 1909",,"Stockholm, Sweden"
swim497,200 m breaststroke,200,Male,3,03:00.80,180008,,Final,FÈlicien Courbet,FElicien_Courbet,Belgium,4,Europe,287,"Sunday, October 2, 1910",,"Schaarbeek, Belgium"
swim498,200 m breaststroke,200,Male,4,02:56.60,176006,,Final,Percy Courtman,Percy_Courtman,United Kingdom,5,Europe,137,"Tuesday, July 28, 1914",,"Garston, United Kingdom"
swim499,200 m breaststroke,200,Male,5,02:54.40,174004,,Final,Erich Rademacher,Erich_Rademacher,Germany,20,Europe,295,"Sunday, November 12, 1922",,"Amsterdam, Netherlands"
swim500,200 m breaststroke,200,Male,6,02:52.60,172006,,Final,Bob Skelton,Bob_Skelton,United States,935,America,969,"Friday, March 21, 1924",,"Milwaukee, United States"
swim501,200 m breaststroke,200,Male,7,02:50.40,170004,,Final,Erich Rademacher,Erich_Rademacher,Germany,61,Europe,661,"Monday, April 7, 1924",,"Magdeburg, Germany"
swim502,200 m breaststroke,200,Male,8,02:48.00,168000,,Final,Erich Rademacher,Erich_Rademacher,Germany,66,Europe,697,"Friday, March 11, 1927",,"Brussels, Belgium"
swim503,200 m breaststroke,200,Male,9,02:45.00,165000,,Final,Yoshiyuki Tsuruta,Yoshiyuki_Tsuruta,Japan,77,Asia,99,"Saturday, July 27, 1929",,"Kyoto, Japan"
swim504,200 m breaststroke,200,Male,10,02:44.60,164006,,Final,Lionel Spence,Lionel_Spence,United States,304,America,322,"Thursday, April 2, 1931",,"Chicago, United States"
swim505,200 m breaststroke,200,Male,11,02:44.00,164000,,Final,Lionel Spence,Lionel_Spence,United States,1077,America,1113,"Friday, April 1, 1932",,"New Haven, United States"
swim506,200 m breaststroke,200,Male,12,02:42.60,162006,,Final,Jacques Cartonnet,Jacques_Cartonnet,France,3,Europe,49,"Wednesday, February 8, 1933",,"Paris, France"
swim507,200 m breaststroke,200,Male,13,02:42.40,162004,,Final,Erwin Sietas,Erwin_Sietas,Germany,40,Europe,487,"Saturday, March 16, 1935",,"D¸sseldorf, Germany"
swim508,200 m breaststroke,200,Male,14,02:39.60,159006,,Final,Jacques Cartonnet,Jacques_Cartonnet,France,30,Europe,468,"Saturday, May 4, 1935",,"Paris, France"
swim518,200 m breaststroke,200,Male,24,02:37.40,157004,,Final,Knud Gleie,Knud_Gleie,Denmark,24,Europe,694,"Friday, March 14, 1952",,"Copenhagen, Denmark"
swim509,200 m breaststroke,200,Male,15,02:37.20,157002,,Final,Jack Kasley,Jack_Kasley,United States,561,America,588,"Saturday, March 28, 1936",,"New Haven, United States"
swim510,200 m breaststroke,200,Male,16,02:36.80,156008,,Final,Alfred Nakache,Alfred_Nakache,France,27,Europe,327,"Sunday, July 6, 1941",,"Marseille, France"
swim519,200 m breaststroke,200,Male,25,02:36.60,156006,,Final,Masaru Furukawa,Masaru_Furukawa,Japan,84,Asia,111,"Saturday, April 10, 1954",,"Tokyo, Japan"
swim524,200 m breaststroke,200,Male,30,02:36.50,156005,,Final,Terence Gathercole,Terence_Gathercole,Australia,150,Oceania,151,"Saturday, June 28, 1958",,"Townsville, Australia"
swim511,200 m breaststroke,200,Male,17,02:35.60,155006,,Final,Joe Verdeur,Joe_Verdeur,United States,1067,America,1102,"Friday, April 5, 1946",,"Bainbridge, United States"
swim520,200 m breaststroke,200,Male,26,02:35.40,155004,,Final,Masaru Furukawa,Masaru_Furukawa,Japan,85,Asia,112,"Saturday, April 10, 1954",,"Tokyo, Japan"
swim521,200 m breaststroke,200,Male,27,02:35.20,155002,,Final,Mamoru Tanaka,Mamoru_Tanaka,Japan,95,Asia,125,"Friday, September 17, 1954",,"Tokyo, Japan"
swim512,200 m breaststroke,200,Male,18,02:35.00,155000,,Final,Joe Verdeur,Joe_Verdeur,United States,635,America,663,"Saturday, February 15, 1947",,"New Haven, United States"
swim522,200 m breaststroke,200,Male,28,02:33.70,153007,,Final,Masaru Furukawa,Masaru_Furukawa,Japan,98,Asia,131,"Friday, August 5, 1955",,"Tokyo, Japan"
swim525,200 m breaststroke,200,Male,31,02:33.60,153006,,Final,Chet Jastremski,Chet_Jastremski,United States,971,America,1005,"Friday, July 28, 1961",,"Tokyo, Japan"
swim513,200 m breaststroke,200,Male,19,02:32.00,152000,,Final,Joe Verdeur,Joe_Verdeur,United States,636,America,664,"Saturday, February 14, 1948",,"New Haven, United States"
swim523,200 m breaststroke,200,Male,29,02:31.00,151000,,Final,Masaru Furukawa,Masaru_Furukawa,Japan,75,Asia,96,"Saturday, October 1, 1955",,"Tokyo, Japan"
swim514,200 m breaststroke,200,Male,20,02:30.50,150005,,Final,Joe Verdeur,Joe_Verdeur,United States,1071,America,1107,"Friday, April 2, 1948",,"New Haven, United States"
swim515,200 m breaststroke,200,Male,21,02:30.00,150000,,Final,Joe Verdeur,Joe_Verdeur,United States,813,America,844,"Monday, June 28, 1948",,"New Haven, United States"
swim526,200 m breaststroke,200,Male,32,02:29.60,149006,,Final,Chet Jastremski,Chet_Jastremski,United States,726,America,756,"Saturday, August 19, 1961",,"Los Angeles, United States"
swim516,200 m breaststroke,200,Male,22,02:28.30,148003,,Final,Joe Verdeur,Joe_Verdeur,United States,927,America,961,"Friday, March 31, 1950",,"New Haven, United States"
swim527,200 m breaststroke,200,Male,33,02:28.20,148002,,Final,Chet Jastremski,Chet_Jastremski,United States,429,America,453,"Sunday, August 30, 1964",,"New York City, United States"
swim528,200 m breaststroke,200,Male,34,02:27.80,147008,,Final,Ian O'Brien,Ian_OBrien,Australia,52,Oceania,53,"Thursday, October 15, 1964",,"Tokyo, Japan"
swim529,200 m breaststroke,200,Male,35,02:27.40,147004,,Final,Vladimir Kosinsky,Vladimir_Kosinsky,Soviet Union,17,Europe,84,"Wednesday, April 3, 1968",,"Tallinn, USSR"
swim517,200 m breaststroke,200,Male,23,02:27.30,147003,,Final,Herbert Klein,Herbert_Klein,Germany,41,Europe,493,"Saturday, June 9, 1951",,"Munich, West Germany"
swim530,200 m breaststroke,200,Male,36,02:26.50,146005,,Final,Nikolai Pankin,Nikolai_Pankin,Soviet Union,52,Europe,486,"Saturday, March 22, 1969",,"Minsk, USSR"
swim531,200 m breaststroke,200,Male,37,02:25.40,145004,,Final,Nikolai Pankin,Nikolai_Pankin,Soviet Union,57,Europe,581,"Saturday, April 19, 1969",,"Magdeburg, East Germany"
swim532,200 m breaststroke,200,Male,38,02:23.50,143005,,Final,Brian Job,Brian_Job,United States,703,America,732,"Saturday, August 22, 1970",,"Los Angeles, United States"
swim533,200 m breaststroke,200,Male,39,02:22.79,142079,,Final,John Hencken,John_Hencken,United States,656,America,684,"Saturday, August 5, 1972",,"Chicago, United States"
swim534,200 m breaststroke,200,Male,40,02:21.55,141055,,Final,John Hencken,John_Hencken,United States,539,America,565,"Saturday, September 2, 1972",,"Munich, West Germany"
swim535,200 m breaststroke,200,Male,41,02:20.52,140052,,Final,John Hencken,John_Hencken,United States,1024,America,1059,"Friday, August 24, 1973",,"Louisville, United States"
swim536,200 m breaststroke,200,Male,42,02:19.28,139028,,Final,David Wilkie,David_Wilkie,United Kingdom,8,Europe,192,"Thursday, September 6, 1973",,"Belgrade, Yugoslavia"
swim537,200 m breaststroke,200,Male,43,02:18.93,138093,,Final,John Hencken,John_Hencken,United States,690,America,719,"Saturday, August 24, 1974",,"Concord, United States"
swim538,200 m breaststroke,200,Male,44,02:18.21,138021,,Final,John Hencken,John_Hencken,United States,334,America,352,"Sunday, September 1, 1974",,"Concord, United States"
swim539,200 m breaststroke,200,Male,45,02:15.11,135011,,Final,David Wilkie,David_Wilkie,United Kingdom,19,Europe,531,"Saturday, July 24, 1976",,"Montreal, Canada"
swim540,200 m breaststroke,200,Male,46,02:14.77,134077,,Final,Victor Davis,Victor_Davis,Canada,10,America,262,"Thursday, August 5, 1982",,"Guayaquil, Ecuador"
swim541,200 m breaststroke,200,Male,47,02:14.58,134058,,Final,Victor Davis,Victor_Davis,Canada,15,America,377,"Sunday, June 17, 1984",,"Etobicoke, Canada"
swim542,200 m breaststroke,200,Male,48,02:13.34,133034,,Final,Victor Davis,Victor_Davis,Canada,13,America,303,"Thursday, August 2, 1984",,"Los Angeles, United States"
swim544,200 m breaststroke,200,Male,50,2:12.90e,132900,,Final,Nick Gillingham,Nick_Gillingham,United Kingdom,24,Europe,566,"Saturday, August 19, 1989",,"Bonn, West Germany"
swim545,200 m breaststroke,200,Male,51,02:12.89,132089,,Final,Mike Barrowman,Mike_Barrowman,United States,469,America,493,"Sunday, August 20, 1989",,"Tokyo, Japan"
swim543,200 m breaststroke,200,Male,49,02:12.90,132009,,Final,Mike Barrowman,Mike_Barrowman,United States,1006,America,1041,"Friday, August 4, 1989",,"Los Angeles, United States"
swim546,200 m breaststroke,200,Male,52,02:11.53,131053,,Final,Mike Barrowman,Mike_Barrowman,United States,985,America,1019,"Friday, July 20, 1990",,"Seattle, United States"
swim547,200 m breaststroke,200,Male,53,02:11.23,131023,,Final,Mike Barrowman,Mike_Barrowman,United States,994,America,1028,"Friday, January 11, 1991",,"Perth, Australia"
swim549,200 m breaststroke,200,Male,55,02:10.16,130016,,Final,Mike Barrowman,Mike_Barrowman,United States,29,America,32,"Wednesday, July 29, 1992",,"Barcelona, Spain"
swim548,200 m breaststroke,200,Male,54,02:10.60,130006,,Final,Mike Barrowman,Mike_Barrowman,United States,159,America,167,"Tuesday, August 13, 1991",,"Fort Lauderdale, United States"
swim550,200 m breaststroke,200,Male,56,02:09.97,129097,,Final,Kosuke Kitajima,Kosuke_Kitajima,Japan,1,Asia,6,"Wednesday, October 2, 2002",,"Busan, South Korea"
swim551,200 m breaststroke,200,Male,57,02:09.52,129052,,Final,Dimitri Komornikov,Dimitri_Komornikov,Russia,8,Europe,321,"Sunday, June 15, 2003",,"Barcelona, Spain"
swim552,200 m breaststroke,200,Male,58,02:09.42,129042,,Final,Kosuke Kitajima,Kosuke_Kitajima,Japan,29,Asia,41,"Thursday, July 24, 2003",,"Barcelona, Spain"
swim553,200 m breaststroke,200,Male,59,02:09.04,129004,,Final,Brendan Hansen,Brendan_Hansen,United States,414,America,437,"Sunday, July 11, 2004",,"Long Beach, United States"
swim554,200 m breaststroke,200,Male,60,02:08.74,128074,,Final,Brendan Hansen,Brendan_Hansen,United States,654,America,682,"Saturday, August 5, 2006",,"Irvine, United States"
swim555,200 m breaststroke,200,Male,61,02:08.50,128005,,Final,Brendan Hansen,Brendan_Hansen,United States,881,America,914,"Monday, August 21, 2006",,"Victoria, Canada"
swim556,200 m breaststroke,200,Male,62,02:07.51,127051,,Final,Kosuke Kitajima,Kosuke_Kitajima,Japan,37,Asia,52,"Sunday, June 8, 2008",,"Tokyo, Japan"
swim557,200 m breaststroke,200,Male,63,02:07.31,127031,,Final,Christian Sprenger,Christian_Sprenger,Australia,56,Oceania,57,"Thursday, July 30, 2009",,"Rome, Italy"
swim558,200 m breaststroke,200,Male,64,02:07.28,127028,,Final,D·niel Gyurta,Daniel_Gyurta,Italy,3,Europe,83,"Wednesday, August 1, 2012",,"London, United Kingdom"
swim559,200 m breaststroke,200,Male,65,02:07.01,127000,,Final,Akihiro Yamaguchi,Akihiro_Yamaguchi,Japan,73,Asia,89,"Saturday, September 15, 2012",,"Gifu, Japan"
swim1735,200 m breaststroke,200,Female,1,03:38.20,218002,,,E. Van Den Bogaert,E_Van_Den_Bogaert,Belgium,6,Europe,395,"Sunday, August 7, 1921",,"Antwerp, Belgium"
swim1736,200 m breaststroke,200,Female,2,03:34.60,214006,,,E. Van Den Bogaert,E_Van_Den_Bogaert,Belgium,7,Europe,465,"Saturday, May 6, 1922",,"Brussels, Belgium"
swim1737,200 m breaststroke,200,Female,3,03:31.40,211004,,,E. Van Den Bogaert,E_Van_Den_Bogaert,Belgium,1,Europe,5,"Wednesday, October 4, 1922",,"Antwerp, Belgium"
swim1738,200 m breaststroke,200,Female,4,03:20.40,200004,,,Irene Gilbert,Irene_Gilbert,United Kingdom,29,Europe,604,"Monday, June 18, 1923",,"Rotherham, United Kingdom"
swim1739,200 m breaststroke,200,Female,5,03:20.20,200002,,,Erna Murray,Erna_Murray,Germany,32,Europe,425,"Sunday, April 5, 1925",,"Leipzig, Germany"
swim1740,200 m breaststroke,200,Female,6,03:19.10,199001,,,Brita Hazelius,Brita_Hazelius,Sweden,6,Europe,82,"Wednesday, August 11, 1926",,"Stockholm, Sweden"
swim1741,200 m breaststroke,200,Female,7,03:18.40,198004,,,Mietje Baron,Mietje_Baron,Belgium,3,Europe,285,"Sunday, October 24, 1926",,"Brussels, Belgium"
swim1742,200 m breaststroke,200,Female,8,03:16.60,196006,,,Else Jacobsen,Else_Jacobsen,Norway,115,Europe,565,"Saturday, August 20, 1927",,"Oslo, Norway"
swim1743,200 m breaststroke,200,Female,9,03:15.80,195008,,,Charlotte M¸he,Charlotte_Muhe,Germany,33,Europe,440,"Sunday, April 15, 1928",,"Magdeburg, Germany"
swim1744,200 m breaststroke,200,Female,10,03:11.20,191002,,,Mietje Baron,Mietje_Baron,Netherlands,53,Europe,431,"Sunday, April 22, 1928",,"Rotterdam, Netherlands"
swim1745,200 m breaststroke,200,Female,11,03:11.20,191002,,,Charlotte M¸he,Charlotte_Muhe,Germany,28,Europe,371,"Sunday, July 15, 1928",,"Berlin, Germany"
swim1746,200 m breaststroke,200,Female,12,03:10.60,190006,,,Margery Hinton,Margery_Hinton,United Kingdom,31,Europe,628,"Monday, July 20, 1931",,"Manchester, United Kingdom"
swim1747,200 m breaststroke,200,Female,13,03:08.40,188004,,,Clare Dennis,Clare_Dennis,Australia,233,Oceania,234,"Monday, January 18, 1932",,"Sydney, Australia"
swim1748,200 m breaststroke,200,Female,14,03:08.20,188002,,,Lisa Rocke,Lisa_Rocke,Germany,18,Europe,263,"Thursday, April 21, 1932",,"Leipzig, Germany"
swim1749,200 m breaststroke,200,Female,15,03:03.40,183004,,,Else Jacobsen,Else_Jacobsen,Sweden,1,Europe,18,"Wednesday, May 11, 1932",,"Stockholm, Sweden"
swim1750,200 m breaststroke,200,Female,16,03:00.40,180004,,,Hideko Maehata,Hideko_Maehata,Japan,71,Asia,87,"Saturday, September 30, 1933",,"Tokyo, Japan"
swim1751,200 m breaststroke,200,Female,17,03:00.20,180002,,,Jopie Waalberg,Jopie_Waalberg,Netherlands,8,Europe,115,"Tuesday, May 11, 1937",,"Amsterdam, Netherlands"
swim1752,200 m breaststroke,200,Female,18,02:58.00,178000,,,Jopie Waalberg,Jopie_Waalberg,Netherlands,33,Europe,320,"Sunday, June 27, 1937",,"Zaandijk, Netherlands"
swim1753,200 m breaststroke,200,Female,19,02:56.90,176009,,,Jopie Waalberg,Jopie_Waalberg,Netherlands,60,Europe,458,"Saturday, October 2, 1937",,"Ghent, Belgium"
swim1754,200 m breaststroke,200,Female,20,02:56.00,176000,,,Maria Lenk,Maria_Lenk,Brazil,2,America,16,"Wednesday, November 8, 1939",,"Rio de Janeiro, Brazil"
swim1755,200 m breaststroke,200,Female,21,02:55.50,175005,,,Anni Kapell,Anni_Kapell,Germany,2,Europe,21,"Wednesday, March 19, 1941",,"D¸sseldorf, Germany"
swim1756,200 m breaststroke,200,Female,22,02:52.60,172006,,,Nel van Vliet,Nel_van_Vliet,Netherlands,91,Europe,570,"Saturday, August 17, 1946",,"Bilthoven, Netherlands"
swim1762,200 m breaststroke,200,Female,28,02:52.60,172006,,,Ada den Haan,Ada_den_Haan,Netherlands,70,Europe,474,"Saturday, May 18, 1957",,"Blackpool, United Kingdom"
swim1757,200 m breaststroke,200,Female,23,02:51.90,171009,,,Nel van Vliet,Nel_van_Vliet,Netherlands,76,Europe,484,"Saturday, March 29, 1947",,"Amsterdam, Netherlands"
swim1763,200 m breaststroke,200,Female,29,02:51.90,171009,,,Ada den Haan,Ada_den_Haan,Netherlands,89,Europe,554,"Saturday, August 3, 1957",,"Rhenen, Netherlands"
swim1764,200 m breaststroke,200,Female,30,02:51.30,171003,,,Ada den Haan,Ada_den_Haan,Netherlands,51,Europe,398,"Sunday, August 4, 1957",,"Rhenen, Netherlands"
swim1765,200 m breaststroke,200,Female,31,02:50.30,170003,,,Anita Lonsbrough,Anita_Lonsbrough,United Kingdom,17,Europe,528,"Saturday, July 25, 1959",,"Waalwijk, Netherlands"
swim1766,200 m breaststroke,200,Female,32,02:50.20,170002,,,Wiltrud Urselmann,Wiltrud_Urselmann,Germany,50,Europe,603,"Monday, June 6, 1960",,"Aachen, West Germany"
swim1767,200 m breaststroke,200,Female,33,02:49.50,169005,,,Anita Lonsbrough,Anita_Lonsbrough,United Kingdom,22,Europe,555,"Saturday, August 27, 1960",,"Rome, Italy"
swim1758,200 m breaststroke,200,Female,24,02:49.20,169002,,,Nel van Vliet,Nel_van_Vliet,Netherlands,44,Europe,359,"Sunday, July 20, 1947",,"Hilversum, Netherlands"
swim1768,200 m breaststroke,200,Female,34,02:48.90,168009,,,Karin Breyer,Karin_Breyer,East Germany,168,Europe,550,"Saturday, August 5, 1961",,"Budapest, Hungary"
swim1759,200 m breaststroke,200,Female,25,02:48.80,168008,,,Eva Novak,Eva_Novak,Hungary,38,Europe,457,"Saturday, October 21, 1950",,"SzÈkesfehÈrv·r, Hungary"
swim1760,200 m breaststroke,200,Female,26,02:48.50,168005,,,Eva Novak,Eva_Novak,Hungary,39,Europe,466,"Saturday, May 5, 1951",,"Moscow, USSR"
swim1769,200 m breaststroke,200,Female,35,02:47.70,167007,,,Galina Prozumenshchikova,Galina_Prozumenshchikova,Soviet Union,58,Europe,588,"Saturday, April 11, 1964",,"Blackpool, United Kingdom"
swim1761,200 m breaststroke,200,Female,27,02:46.40,166004,,,Ada den Haan,Ada_den_Haan,Netherlands,7,Europe,110,"Tuesday, November 13, 1956",,"Naarden, Netherlands"
swim1770,200 m breaststroke,200,Female,36,02:45.40,165004,,,Galina Prozumenshchikova,Galina_Prozumenshchikova,Soviet Union,46,Europe,303,"Sunday, May 17, 1964",,"East Berlin, East Germany"
swim1771,200 m breaststroke,200,Female,37,02:45.30,165003,,,Galina Prozumenshchikova,Galina_Prozumenshchikova,Soviet Union,40,Europe,277,"Sunday, September 12, 1965",,"Groningen, Netherlands"
swim1772,200 m breaststroke,200,Female,38,02:40.80,160008,,,Galina Prozumenshchikova,Galina_Prozumenshchikova,Soviet Union,59,Europe,644,"Monday, August 22, 1966",,"Utrecht, Netherlands"
swim1773,200 m breaststroke,200,Female,39,02:40.50,160005,,,Catie Ball,Catie_Ball,United States,361,America,381,"Sunday, July 9, 1967",,"Santa Clara, California"
swim1774,200 m breaststroke,200,Female,40,02:39.50,159005,,,Catie Ball,Catie_Ball,United States,474,America,498,"Sunday, August 20, 1967",,"Philadelphia, Pennsylvania"
swim1775,200 m breaststroke,200,Female,41,02:38.50,158005,,,Catie Ball,Catie_Ball,United States,874,America,907,"Monday, August 26, 1968",,"Los Angeles, California"
swim1776,200 m breaststroke,200,Female,42,02:37.89,157089,,,Anne-Katrin Schott,Anne-Katrin_Schott,East Germany,155,Europe,517,"Saturday, July 6, 1974",,"Rostock, East Germany"
swim1777,200 m breaststroke,200,Female,43,02:37.44,157044,,,Karla Linke,Karla_Linke,East Germany,193,Europe,646,"Monday, August 19, 1974",,"Vienna, Austria"
swim1778,200 m breaststroke,200,Female,44,02:34.99,154099,,,Karla Linke,Karla_Linke,East Germany,194,Europe,647,"Monday, August 19, 1974",,"Vienna, Austria"
swim1779,200 m breaststroke,200,Female,45,02:33.35,153035,,,Marina Koshevaia,Marina_Koshevaia,Soviet Union,7,Europe,43,"Wednesday, July 21, 1976",,"Montreal, Quebec"
swim1780,200 m breaststroke,200,Female,46,02:33.32,153032,,,Yuliya Bogdanova,Yuliya_Bogdanova,Soviet Union,65,Europe,760,"Friday, April 7, 1978",,"Leningrad, USSR"
swim1781,200 m breaststroke,200,Female,47,02:33.11,153011,,,Lina Kachushite,Lina_Kachushite,Soviet Union,37,Europe,241,"Thursday, August 24, 1978",,West Berlin
swim1782,200 m breaststroke,200,Female,48,02:31.42,151042,,,Lina Kachushite,Lina_Kachushite,Soviet Union,38,Europe,242,"Thursday, August 24, 1978",,West Berlin
swim1783,200 m breaststroke,200,Female,49,02:31.09,151009,,,Svetlana Varganova,Svetlana_Varganova,Soviet Union,60,Europe,689,"Friday, March 30, 1979",,"Minsk, USSR"
